species,series,subplot,scale,response,value,naturalisation_level,introduction_time,category
Hieracium virosum,NFD21_11,NE,0.1,p/a,1,NA,NA,native
Hieracium virosum,NFD21_11,NE,1,p/a,1,NA,NA,native
Hieracium virosum,NFD21_11,NE,10,cover,0.1,NA,NA,native
Hieracium virosum,NFD21_11,SW,0.01,p/a,1,NA,NA,native
Hieracium virosum,NFD21_11,SW,0.1,p/a,1,NA,NA,native
Hieracium virosum,NFD21_11,SW,1,p/a,1,NA,NA,native
Hieracium virosum,NFD21_11,SW,10,cover,2,NA,NA,native
Hieracium virosum,NFD21_11,x,100,cover,1.05,NA,NA,native
Holcus lanatus,NFD21_63,SE,10,cover,0.5,NA,NA,native
Holcus lanatus,NFD21_63,x,100,cover,0.25,NA,NA,native
Holosteum umbellatum,NFD21_01,x,100,cover,0.1,NA,NA,native
Holosteum umbellatum,NFD21_07,NW,0.1,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_07,NW,1,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_07,NW,10,cover,0.1,NA,NA,native
Holosteum umbellatum,NFD21_07,SE,1,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_07,SE,10,cover,0.01,NA,NA,native
Holosteum umbellatum,NFD21_07,x,100,cover,0.055,NA,NA,native
Holosteum umbellatum,NFD21_10,NW,1,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_10,NW,10,cover,0.5,NA,NA,native
Holosteum umbellatum,NFD21_10,SE,1e-4,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_10,SE,0.001,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_10,SE,0.01,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_10,SE,0.1,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_10,SE,1,p/a,1,NA,NA,native
Holosteum umbellatum,NFD21_10,SE,10,cover,0.5,NA,NA,native
Holosteum umbellatum,NFD21_10,x,100,cover,0.5,NA,NA,native
Hyacinthella leucophaea,NFD21_61,NW,0.1,p/a,1,NA,NA,native
Hyacinthella leucophaea,NFD21_61,NW,1,p/a,1,NA,NA,native
Hyacinthella leucophaea,NFD21_61,NW,10,cover,1,NA,NA,native
Hyacinthella leucophaea,NFD21_61,SE,10,cover,0.1,NA,NA,native
Hyacinthella leucophaea,NFD21_61,x,100,cover,0.55,NA,NA,native
Sedum maximum,NFD21_02,x,100,cover,0.1,NA,NA,native
Hypericum elegans,NFD21_08,SW,10,cover,0.1,NA,NA,native
Hypericum elegans,NFD21_08,x,100,cover,0.05,NA,NA,native
Hypericum maculatum,NFD21_09,NW,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_09,NW,10,cover,1,NA,NA,native
Hypericum maculatum,NFD21_09,SE,0.01,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_09,SE,0.1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_09,SE,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_09,SE,10,cover,1,NA,NA,native
Hypericum maculatum,NFD21_09,x,100,cover,1,NA,NA,native
Hypericum maculatum,NFD21_10,NW,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_10,NW,10,cover,0.2,NA,NA,native
Hypericum maculatum,NFD21_10,SE,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_10,SE,10,cover,0.5,NA,NA,native
Hypericum maculatum,NFD21_10,x,100,cover,0.35,NA,NA,native
Hypericum maculatum,NFD21_13,NW,1e-4,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_13,NW,0.001,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_13,NW,0.01,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_13,NW,0.1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_13,NW,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_13,NW,10,cover,0.1,NA,NA,native
Hypericum maculatum,NFD21_13,x,100,cover,0.05,NA,NA,native
Hypericum maculatum,NFD21_15,SE,10,cover,0.1,NA,NA,native
Hypericum maculatum,NFD21_15,x,100,cover,0.05,NA,NA,native
Hypericum maculatum,NFD21_16,NW,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_16,NW,10,cover,0.1,NA,NA,native
Hypericum maculatum,NFD21_16,SE,1,p/a,1,NA,NA,native
Hypericum maculatum,NFD21_16,SE,10,cover,0.2,NA,NA,native
Hypericum maculatum,NFD21_16,x,100,cover,0.15,NA,NA,native
Hypericum maculatum,NFD21_18,SE,10,cover,0.1,NA,NA,native
Hypericum maculatum,NFD21_18,x,100,cover,0.05,NA,NA,native
Hypericum maculatum,NFD21_58,NW,10,cover,0.5,NA,NA,native
Hypericum maculatum,NFD21_58,x,100,cover,0.25,NA,NA,native
Hypericum maculatum,NFD21_62,x,100,cover,0.1,NA,NA,native
Hypericum perforatum,NFD21_01,NW,10,cover,0.1,NA,NA,native
Hypericum perforatum,NFD21_01,x,100,cover,0.05,NA,NA,native
Hypericum perforatum,NFD21_07,SE,10,cover,0.5,NA,NA,native
Hypericum perforatum,NFD21_07,x,100,cover,0.25,NA,NA,native
Hypochaeris maculata,NFD21_03,NW,1e-4,p/a,1,NA,NA,native
Hypochaeris maculata,NFD21_03,NW,0.001,p/a,1,NA,NA,native
Hypochaeris maculata,NFD21_03,NW,0.01,p/a,1,NA,NA,native
Hypochaeris maculata,NFD21_03,NW,0.1,p/a,1,NA,NA,native
Hypochaeris maculata,NFD21_03,NW,1,p/a,1,NA,NA,native
Hypochaeris maculata,NFD21_03,NW,10,cover,2,NA,NA,native
Hypochaeris maculata,NFD21_03,x,100,cover,1,NA,NA,native
Hypochaeris maculata,NFD21_57,NW,10,cover,0.5,NA,NA,native
Hypochaeris maculata,NFD21_57,SE,10,cover,2,NA,NA,native
Hypochaeris maculata,NFD21_57,x,100,cover,1.25,NA,NA,native
Hypochaeris maculata,NFD21_58,SE,10,cover,0.5,NA,NA,native
Hypochaeris maculata,NFD21_58,x,100,cover,0.25,NA,NA,native
Hypochaeris maculata,NFD21_63,NW,10,cover,0.1,NA,NA,native
Hypochaeris maculata,NFD21_63,x,100,cover,0.05,NA,NA,native
Hypochaeris radicata,NFD21_03,SE,1,p/a,1,NA,NA,native
Hypochaeris radicata,NFD21_03,SE,10,cover,0.5,NA,NA,native
Hypochaeris radicata,NFD21_03,x,100,cover,0.25,NA,NA,native
Hypochaeris radicata,NFD21_04,NW,0.1,p/a,1,NA,NA,native
Hypochaeris radicata,NFD21_04,NW,1,p/a,1,NA,NA,native
Hypochaeris radicata,NFD21_04,NW,10,cover,3,NA,NA,native
Hypochaeris radicata,NFD21_04,SE,10,cover,0.1,NA,NA,native
Hypochaeris radicata,NFD21_04,x,100,cover,1.55,NA,NA,native
Hypochaeris uniflora,NFD21_10,NW,0.01,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,NW,0.1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,NW,1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,NW,10,cover,5,NA,NA,native
Hypochaeris uniflora,NFD21_10,SE,0.01,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,SE,0.1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,SE,1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,SE,10,cover,1,NA,NA,native
Hypochaeris uniflora,NFD21_10,x,100,cover,3,NA,NA,native
Hypochaeris uniflora,NFD21_12,SE,1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_12,SE,10,cover,0.5,NA,NA,native
Hypochaeris uniflora,NFD21_12,x,100,cover,0.25,NA,NA,native
Hypochaeris uniflora,NFD21_16,NW,1e-4,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,NW,0.001,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,NW,0.01,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,NW,0.1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,NW,1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,NW,10,cover,25,NA,NA,native
Hypochaeris uniflora,NFD21_16,SE,1,p/a,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,SE,10,cover,1,NA,NA,native
Hypochaeris uniflora,NFD21_16,x,100,cover,13,NA,NA,native
Inula ensifolia,NFD21_05,NW,0.1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_05,NW,1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_05,NW,10,cover,3,NA,NA,native
Inula ensifolia,NFD21_05,SE,10,cover,5,NA,NA,native
Inula ensifolia,NFD21_05,x,100,cover,4,NA,NA,native
Inula ensifolia,NFD21_06,SE,1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_06,SE,10,cover,0.1,NA,NA,native
Inula ensifolia,NFD21_06,x,100,cover,0.05,NA,NA,native
Inula ensifolia,NFD21_08,SW,10,cover,0.1,NA,NA,native
Inula ensifolia,NFD21_08,x,100,cover,0.05,NA,NA,native
Inula ensifolia,NFD21_56,NW,0.001,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,NW,0.01,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,NW,0.1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,NW,1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,NW,10,cover,15,NA,NA,native
Inula ensifolia,NFD21_56,SE,0.001,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,SE,0.01,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,SE,0.1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,SE,1,p/a,1,NA,NA,native
Inula ensifolia,NFD21_56,SE,10,cover,30,NA,NA,native
Inula ensifolia,NFD21_56,x,100,cover,22.5,NA,NA,native
Inula ensifolia,NFD21_57,SE,10,cover,0.5,NA,NA,native
Inula ensifolia,NFD21_57,x,100,cover,0.25,NA,NA,native
Inula ensifolia,NFD21_64,x,100,cover,0.1,NA,NA,native
Inula hirta,NFD21_58,NW,1,p/a,1,NA,NA,native
Inula hirta,NFD21_58,NW,10,cover,20,NA,NA,native
Inula hirta,NFD21_58,SE,10,cover,2,NA,NA,native
Inula hirta,NFD21_58,x,100,cover,11,NA,NA,native
Inula hirta,NFD21_62,NW,0.1,p/a,1,NA,NA,native
Inula hirta,NFD21_62,NW,1,p/a,1,NA,NA,native
Inula hirta,NFD21_62,NW,10,cover,1,NA,NA,native
Inula hirta,NFD21_62,SE,0.1,p/a,1,NA,NA,native
Inula hirta,NFD21_62,SE,1,p/a,1,NA,NA,native
Inula hirta,NFD21_62,SE,10,cover,1,NA,NA,native
Inula hirta,NFD21_62,x,100,cover,1,NA,NA,native
Inula hirta,NFD21_63,x,100,cover,0.1,NA,NA,native
Inula hirta,NFD21_64,NW,0.1,p/a,1,NA,NA,native
Inula hirta,NFD21_64,NW,1,p/a,1,NA,NA,native
Inula hirta,NFD21_64,NW,10,cover,4,NA,NA,native
Inula hirta,NFD21_64,SE,0.1,p/a,1,NA,NA,native
Inula hirta,NFD21_64,SE,1,p/a,1,NA,NA,native
Inula hirta,NFD21_64,SE,10,cover,1,NA,NA,native
Inula hirta,NFD21_64,x,100,cover,2.5,NA,NA,native
Inula salicina,NFD21_56,SE,10,cover,2,NA,NA,native
Inula salicina,NFD21_56,x,100,cover,1,NA,NA,native
Inula salicina,NFD21_57,SE,10,cover,0.5,NA,NA,native
Inula salicina,NFD21_57,x,100,cover,0.25,NA,NA,native
Inula salicina,NFD21_58,NW,10,cover,1,NA,NA,native
Inula salicina,NFD21_58,x,100,cover,0.5,NA,NA,native
Inula salicina,NFD21_62,NW,0.01,p/a,1,NA,NA,native
Inula salicina,NFD21_62,NW,0.1,p/a,1,NA,NA,native
Inula salicina,NFD21_62,NW,1,p/a,1,NA,NA,native
Inula salicina,NFD21_62,NW,10,cover,1,NA,NA,native
Inula salicina,NFD21_62,SE,1,p/a,1,NA,NA,native
Inula salicina,NFD21_62,SE,10,cover,1,NA,NA,native
Inula salicina,NFD21_62,x,100,cover,1,NA,NA,native
Inula salicina,NFD21_64,NW,0.01,p/a,1,NA,NA,native
Inula salicina,NFD21_64,NW,0.1,p/a,1,NA,NA,native
Inula salicina,NFD21_64,NW,1,p/a,1,NA,NA,native
Inula salicina,NFD21_64,NW,10,cover,3,NA,NA,native
Inula salicina,NFD21_64,SE,0.001,p/a,1,NA,NA,native
Inula salicina,NFD21_64,SE,0.01,p/a,1,NA,NA,native
Inula salicina,NFD21_64,SE,0.1,p/a,1,NA,NA,native
Inula salicina,NFD21_64,SE,1,p/a,1,NA,NA,native
Inula salicina,NFD21_64,SE,10,cover,1,NA,NA,native
Inula salicina,NFD21_64,x,100,cover,2,NA,NA,native
Iris aphylla,NFD21_56,NW,1,p/a,1,NA,NA,native
Iris aphylla,NFD21_56,NW,10,cover,5,NA,NA,native
Iris aphylla,NFD21_56,SE,10,cover,0.1,NA,NA,native
Iris aphylla,NFD21_56,x,100,cover,2.55,NA,NA,native
Iris aphylla,NFD21_58,SE,1,p/a,1,NA,NA,native
Iris aphylla,NFD21_58,SE,10,cover,0.5,NA,NA,native
Iris aphylla,NFD21_58,x,100,cover,0.25,NA,NA,native
Iris graminea,NFD21_63,SE,1,p/a,1,NA,NA,native
Iris graminea,NFD21_63,SE,10,cover,0.1,NA,NA,native
Iris graminea,NFD21_63,x,100,cover,0.05,NA,NA,native
Iris sibirica,NFD21_59,NE,1,p/a,1,NA,NA,native
Iris sibirica,NFD21_59,NE,10,cover,3,NA,NA,native
Iris sibirica,NFD21_59,x,100,cover,1.5,NA,NA,native
Isatis tinctoria,NFD21_06,NW,10,cover,0.1,naturalised,archaeophyte,non_native
Isatis tinctoria,NFD21_06,x,100,cover,0.05,naturalised,archaeophyte,non_native
Jacobaea subalpina,NFD21_13,NW,1,p/a,1,NA,NA,native
Jacobaea subalpina,NFD21_13,NW,10,cover,1,NA,NA,native
Jacobaea subalpina,NFD21_13,SE,1,p/a,1,NA,NA,native
Jacobaea subalpina,NFD21_13,SE,10,cover,2,NA,NA,native
Jacobaea subalpina,NFD21_13,x,100,cover,1.5,NA,NA,native
Jacobaea subalpina,NFD21_17,x,100,cover,0.1,NA,NA,native
Jacobaea vulgaris,NFD21_64,x,100,cover,0.1,NA,NA,native
Juncus conglomeratus,NFD21_17,NW,10,cover,1,NA,NA,native
Juncus conglomeratus,NFD21_17,SE,10,cover,0.1,NA,NA,native
Juncus conglomeratus,NFD21_17,x,100,cover,0.55,NA,NA,native
Juncus effusus,NFD21_18,NW,10,cover,0.1,NA,NA,native
Juncus effusus,NFD21_18,SE,10,cover,0.1,NA,NA,native
Juncus effusus,NFD21_18,x,100,cover,0.1,NA,NA,native
Juncus tenuis,NFD21_03,SE,0.1,p/a,1,naturalised,neophyte,non_native
Juncus tenuis,NFD21_03,SE,1,p/a,1,naturalised,neophyte,non_native
Juncus tenuis,NFD21_03,SE,10,cover,1,naturalised,neophyte,non_native
Juncus tenuis,NFD21_03,x,100,cover,0.5,naturalised,neophyte,non_native
Juniperus communis,NFD21_11,NE,0.1,p/a,1,NA,NA,native
Juniperus communis,NFD21_11,NE,1,p/a,1,NA,NA,native
Juniperus communis,NFD21_11,NE,10,cover,2,NA,NA,native
Juniperus communis,NFD21_11,SW,1,p/a,1,NA,NA,native
Juniperus communis,NFD21_11,SW,10,cover,2,NA,NA,native
Juniperus communis,NFD21_11,x,100,cover,2,NA,NA,native
Jurinea arachnoidea,NFD21_05,NW,10,cover,0.1,NA,NA,native
Jurinea arachnoidea,NFD21_05,SE,10,cover,0.1,NA,NA,native
Jurinea arachnoidea,NFD21_05,x,100,cover,0.1,NA,NA,native
Jurinea arachnoidea,NFD21_08,NE,1,p/a,1,NA,NA,native
Jurinea arachnoidea,NFD21_08,NE,10,cover,0.1,NA,NA,native
Jurinea arachnoidea,NFD21_08,x,100,cover,0.05,NA,NA,native
Klasea lycopifolia,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Klasea lycopifolia,NFD21_57,NW,1,p/a,1,NA,NA,native
Klasea lycopifolia,NFD21_57,NW,10,cover,7,NA,NA,native
Klasea lycopifolia,NFD21_57,SE,0.001,p/a,1,NA,NA,native
Klasea lycopifolia,NFD21_57,SE,0.01,p/a,1,NA,NA,native
Klasea lycopifolia,NFD21_57,SE,0.1,p/a,1,NA,NA,native
Klasea lycopifolia,NFD21_57,SE,1,p/a,1,NA,NA,native
Klasea lycopifolia,NFD21_57,SE,10,cover,7,NA,NA,native
Klasea lycopifolia,NFD21_57,x,100,cover,7,NA,NA,native
Knautia arvensis,NFD21_01,NW,10,cover,0.1,NA,NA,native
Knautia arvensis,NFD21_01,x,100,cover,0.05,NA,NA,native
Knautia arvensis,NFD21_05,NW,1,p/a,1,NA,NA,native
Knautia arvensis,NFD21_05,NW,10,cover,0.5,NA,NA,native
Knautia arvensis,NFD21_05,x,100,cover,0.25,NA,NA,native
Knautia arvensis,NFD21_58,NW,10,cover,0.5,NA,NA,native
Knautia arvensis,NFD21_58,SE,10,cover,0.5,NA,NA,native
Knautia arvensis,NFD21_58,x,100,cover,0.5,NA,NA,native
Knautia arvensis,NFD21_63,SE,10,cover,0.1,NA,NA,native
Knautia arvensis,NFD21_63,x,100,cover,0.05,NA,NA,native
Knautia arvensis,NFD21_64,NW,1,p/a,1,NA,NA,native
Knautia arvensis,NFD21_64,NW,10,cover,0.5,NA,NA,native
Knautia arvensis,NFD21_64,SE,10,cover,0.5,NA,NA,native
Knautia arvensis,NFD21_64,x,100,cover,0.5,NA,NA,native
Knautia dipsacifolia,NFD21_57,NW,10,cover,0.1,NA,NA,native
Knautia dipsacifolia,NFD21_57,SE,10,cover,1,NA,NA,native
Knautia dipsacifolia,NFD21_57,x,100,cover,0.55,NA,NA,native
Knautia dipsacifolia,NFD21_62,NW,10,cover,0.5,NA,NA,native
Knautia dipsacifolia,NFD21_62,SE,0.1,p/a,1,NA,NA,native
Knautia dipsacifolia,NFD21_62,SE,1,p/a,1,NA,NA,native
Knautia dipsacifolia,NFD21_62,SE,10,cover,0.5,NA,NA,native
Knautia dipsacifolia,NFD21_62,x,100,cover,0.5,NA,NA,native
Knautia dipsacifolia,NFD21_63,NW,1,p/a,1,NA,NA,native
Knautia dipsacifolia,NFD21_63,NW,10,cover,0.1,NA,NA,native
Knautia dipsacifolia,NFD21_63,x,100,cover,0.05,NA,NA,native
Koeleria delavignei,NFD21_60,SE,10,cover,1,NA,NA,native
Koeleria delavignei,NFD21_60,x,100,cover,0.5,NA,NA,native
Koeleria macrantha,NFD21_56,NW,1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_56,NW,10,cover,2,NA,NA,native
Koeleria macrantha,NFD21_56,x,100,cover,1,NA,NA,native
Koeleria macrantha,NFD21_58,NW,0.1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_58,NW,1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_58,NW,10,cover,2,NA,NA,native
Koeleria macrantha,NFD21_58,x,100,cover,1,NA,NA,native
Koeleria macrantha,NFD21_61,NW,0.1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_61,NW,1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_61,NW,10,cover,1,NA,NA,native
Koeleria macrantha,NFD21_61,SE,1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_61,SE,10,cover,1,NA,NA,native
Koeleria macrantha,NFD21_61,x,100,cover,1,NA,NA,native
Koeleria macrantha,NFD21_62,NW,1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_62,NW,10,cover,5,NA,NA,native
Koeleria macrantha,NFD21_62,SE,1,p/a,1,NA,NA,native
Koeleria macrantha,NFD21_62,SE,10,cover,1,NA,NA,native
Koeleria macrantha,NFD21_62,x,100,cover,3,NA,NA,native
Koeleria macrantha,NFD21_64,NW,10,cover,1,NA,NA,native
Koeleria macrantha,NFD21_64,SE,10,cover,2,NA,NA,native
Koeleria macrantha,NFD21_64,x,100,cover,1.5,NA,NA,native
Lactuca serriola,NFD21_02,SE,0.01,p/a,1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_02,SE,0.1,p/a,1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_02,SE,1,p/a,1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_02,SE,10,cover,0.5,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_02,x,100,cover,0.25,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_04,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_04,x,100,cover,0.05,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_06,NW,10,cover,0.1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_06,x,100,cover,0.05,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_07,SE,10,cover,0.01,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_07,x,100,cover,0.005,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_60,SE,1,p/a,1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_60,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_60,x,100,cover,0.05,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_61,NW,10,cover,0.01,naturalised,archaeophyte,non_native
Lactuca serriola,NFD21_61,x,100,cover,0.005,naturalised,archaeophyte,non_native
Lamium amplexicaule,NFD21_07,NW,0.1,p/a,1,naturalised,archaeophyte,non_native
Lamium amplexicaule,NFD21_07,NW,1,p/a,1,naturalised,archaeophyte,non_native
Lamium amplexicaule,NFD21_07,NW,10,cover,0.1,naturalised,archaeophyte,non_native
Lamium amplexicaule,NFD21_07,x,100,cover,0.05,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_06,NW,1,p/a,1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_06,NW,10,cover,0.1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_06,SE,0.1,p/a,1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_06,SE,1,p/a,1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_06,SE,10,cover,1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_06,x,100,cover,0.55,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_07,NW,10,cover,0.1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_07,SE,1,p/a,1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_07,SE,10,cover,0.01,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_07,x,100,cover,0.055,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_61,SE,1,p/a,1,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_61,SE,10,cover,0.5,naturalised,archaeophyte,non_native
Lappula squarrosa,NFD21_61,x,100,cover,0.25,naturalised,archaeophyte,non_native
Laserpitium latifolium,NFD21_57,NW,0.01,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_57,NW,1,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_57,NW,10,cover,2,NA,NA,native
Laserpitium latifolium,NFD21_57,SE,0.01,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_57,SE,0.1,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_57,SE,1,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_57,SE,10,cover,5,NA,NA,native
Laserpitium latifolium,NFD21_57,x,100,cover,3.5,NA,NA,native
Laserpitium latifolium,NFD21_63,NW,1,p/a,1,NA,NA,native
Laserpitium latifolium,NFD21_63,NW,10,cover,0.5,NA,NA,native
Laserpitium latifolium,NFD21_63,SE,10,cover,0.1,NA,NA,native
Laserpitium latifolium,NFD21_63,x,100,cover,0.3,NA,NA,native
Lathyrus niger,NFD21_63,NW,1,p/a,1,NA,NA,native
Lathyrus niger,NFD21_63,NW,10,cover,0.01,NA,NA,native
Lathyrus niger,NFD21_63,x,100,cover,0.005,NA,NA,native
Lathyrus pannonicus,NFD21_56,x,100,cover,0.1,NA,NA,native
Lathyrus pannonicus,NFD21_57,NW,10,cover,0.5,NA,NA,native
Lathyrus pannonicus,NFD21_57,x,100,cover,0.25,NA,NA,native
Lathyrus pannonicus,NFD21_58,SE,10,cover,0.5,NA,NA,native
Lathyrus pannonicus,NFD21_58,x,100,cover,0.25,NA,NA,native
Lathyrus pannonicus,NFD21_64,NW,1,p/a,1,NA,NA,native
Lathyrus pannonicus,NFD21_64,NW,10,cover,0.5,NA,NA,native
Lathyrus pannonicus,NFD21_64,SE,10,cover,2,NA,NA,native
Lathyrus pannonicus,NFD21_64,x,100,cover,1.25,NA,NA,native
Lathyrus pisiformis,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Lathyrus pisiformis,NFD21_57,NW,1,p/a,1,NA,NA,native
Lathyrus pisiformis,NFD21_57,NW,10,cover,5,NA,NA,native
Lathyrus pisiformis,NFD21_57,SE,10,cover,1,NA,NA,native
Lathyrus pisiformis,NFD21_57,x,100,cover,3,NA,NA,native
Lathyrus pratensis,NFD21_10,NW,10,cover,0.5,NA,NA,native
Lathyrus pratensis,NFD21_10,SE,10,cover,0.5,NA,NA,native
Lathyrus pratensis,NFD21_10,x,100,cover,0.5,NA,NA,native
Lathyrus pratensis,NFD21_13,NW,0.001,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,NW,0.01,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,NW,0.1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,NW,1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,NW,10,cover,5,NA,NA,native
Lathyrus pratensis,NFD21_13,SE,0.001,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,SE,0.01,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,SE,0.1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,SE,1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_13,SE,10,cover,4,NA,NA,native
Lathyrus pratensis,NFD21_13,x,100,cover,4.5,NA,NA,native
Lathyrus pratensis,NFD21_14,NW,0.01,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_14,NW,0.1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_14,NW,1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_14,NW,10,cover,0.5,NA,NA,native
Lathyrus pratensis,NFD21_14,x,100,cover,0.25,NA,NA,native
Lathyrus pratensis,NFD21_16,NW,10,cover,0.1,NA,NA,native
Lathyrus pratensis,NFD21_16,SE,1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_16,SE,10,cover,0.1,NA,NA,native
Lathyrus pratensis,NFD21_16,x,100,cover,0.1,NA,NA,native
Lathyrus pratensis,NFD21_17,NW,0.1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_17,NW,1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_17,NW,10,cover,2,NA,NA,native
Lathyrus pratensis,NFD21_17,SE,0.001,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_17,SE,0.01,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_17,SE,0.1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_17,SE,1,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_17,SE,10,cover,5,NA,NA,native
Lathyrus pratensis,NFD21_17,x,100,cover,3.5,NA,NA,native
Lathyrus pratensis,NFD21_18,NW,0.01,p/a,1,NA,NA,native
Lathyrus pratensis,NFD21_18,NW,0.1,p/a,1,NA,NA,native
