series,species,subplot,scale,response,value,Disturbance.Frequency,Disturbance.Severity
NFD21_20,vaccinium myrtillus,NE,1,p/a,1,0.15204,0.61242
NFD21_20,vaccinium myrtillus,NE,10,cover,5,0.15204,0.61242
NFD21_20,vaccinium myrtillus,SW,1,p/a,1,0.15204,0.61242
NFD21_20,vaccinium myrtillus,SW,10,cover,0.5,0.15204,0.61242
NFD21_20,vaccinium myrtillus,x,100,cover,2.75,0.15204,0.61242
NFD21_21,vaccinium myrtillus,NE,0.1,p/a,1,0.15204,0.61242
NFD21_21,vaccinium myrtillus,NE,1,p/a,1,0.15204,0.61242
NFD21_21,vaccinium myrtillus,NE,10,cover,10,0.15204,0.61242
NFD21_21,vaccinium myrtillus,SW,0.001,p/a,1,0.15204,0.61242
NFD21_21,vaccinium myrtillus,SW,0.01,p/a,1,0.15204,0.61242
NFD21_21,vaccinium myrtillus,SW,0.1,p/a,1,0.15204,0.61242
NFD21_21,vaccinium myrtillus,SW,1,p/a,1,0.15204,0.61242
NFD21_21,vaccinium myrtillus,SW,10,cover,10,0.15204,0.61242
NFD21_21,vaccinium myrtillus,x,100,cover,10,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NE,0.01,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NE,0.1,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NE,1,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NE,10,cover,2,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NW,1e-4,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NW,0.001,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NW,0.01,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_23,vaccinium myrtillus,NW,10,cover,2,0.15204,0.61242
NFD21_23,vaccinium myrtillus,x,100,cover,2,0.15204,0.61242
NFD21_24,vaccinium myrtillus,NW,1e-4,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,NW,0.001,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,NW,0.01,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,NW,10,cover,2,0.15204,0.61242
NFD21_24,vaccinium myrtillus,SE,0.1,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,SE,1,p/a,1,0.15204,0.61242
NFD21_24,vaccinium myrtillus,SE,10,cover,5,0.15204,0.61242
NFD21_24,vaccinium myrtillus,x,100,cover,3.5,0.15204,0.61242
NFD21_26,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_26,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_26,vaccinium myrtillus,NW,10,cover,0.5,0.15204,0.61242
NFD21_26,vaccinium myrtillus,SE,0.1,p/a,1,0.15204,0.61242
NFD21_26,vaccinium myrtillus,SE,1,p/a,1,0.15204,0.61242
NFD21_26,vaccinium myrtillus,SE,10,cover,1,0.15204,0.61242
NFD21_26,vaccinium myrtillus,x,100,cover,0.75,0.15204,0.61242
NFD21_27,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_27,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_27,vaccinium myrtillus,NW,10,cover,2,0.15204,0.61242
NFD21_27,vaccinium myrtillus,SE,1,p/a,1,0.15204,0.61242
NFD21_27,vaccinium myrtillus,SE,10,cover,1,0.15204,0.61242
NFD21_27,vaccinium myrtillus,x,100,cover,1.5,0.15204,0.61242
NFD21_28,vaccinium myrtillus,NW,10,cover,2,0.15204,0.61242
NFD21_28,vaccinium myrtillus,x,100,cover,1,0.15204,0.61242
NFD21_30,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_30,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_30,vaccinium myrtillus,NW,10,cover,2,0.15204,0.61242
NFD21_30,vaccinium myrtillus,SE,0.01,p/a,1,0.15204,0.61242
NFD21_30,vaccinium myrtillus,SE,0.1,p/a,1,0.15204,0.61242
NFD21_30,vaccinium myrtillus,SE,1,p/a,1,0.15204,0.61242
NFD21_30,vaccinium myrtillus,SE,10,cover,10,0.15204,0.61242
NFD21_30,vaccinium myrtillus,x,100,cover,6,0.15204,0.61242
NFD21_31,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_31,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_31,vaccinium myrtillus,NW,10,cover,10,0.15204,0.61242
NFD21_31,vaccinium myrtillus,x,100,cover,5,0.15204,0.61242
NFD21_33,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_33,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_33,vaccinium myrtillus,NW,10,cover,1,0.15204,0.61242
NFD21_33,vaccinium myrtillus,SE,1,p/a,1,0.15204,0.61242
NFD21_33,vaccinium myrtillus,SE,10,cover,3,0.15204,0.61242
NFD21_33,vaccinium myrtillus,x,100,cover,2,0.15204,0.61242
NFD21_34,vaccinium myrtillus,NW,0.1,p/a,1,0.15204,0.61242
NFD21_34,vaccinium myrtillus,NW,1,p/a,1,0.15204,0.61242
NFD21_34,vaccinium myrtillus,NW,10,cover,1,0.15204,0.61242
NFD21_34,vaccinium myrtillus,SE,1,p/a,1,0.15204,0.61242
NFD21_34,vaccinium myrtillus,SE,10,cover,0.01,0.15204,0.61242
NFD21_34,vaccinium myrtillus,x,100,cover,0.505,0.15204,0.61242
NFD21_20,vaccinium uliginosum,SW,10,cover,0.1,0.53505,0.393
NFD21_20,vaccinium uliginosum,x,100,cover,0.05,0.53505,0.393
NFD21_21,vaccinium uliginosum,NE,1,p/a,1,0.53505,0.393
NFD21_21,vaccinium uliginosum,NE,10,cover,10,0.53505,0.393
NFD21_21,vaccinium uliginosum,SW,10,cover,5,0.53505,0.393
NFD21_21,vaccinium uliginosum,x,100,cover,7.5,0.53505,0.393
NFD21_24,vaccinium uliginosum,NW,0.1,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,NW,1,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,NW,10,cover,10,0.53505,0.393
NFD21_24,vaccinium uliginosum,SE,1e-4,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,SE,0.001,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,SE,0.01,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,SE,0.1,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,SE,1,p/a,1,0.53505,0.393
NFD21_24,vaccinium uliginosum,SE,10,cover,10,0.53505,0.393
NFD21_24,vaccinium uliginosum,x,100,cover,10,0.53505,0.393
NFD21_28,vaccinium uliginosum,NW,10,cover,0.5,0.53505,0.393
NFD21_28,vaccinium uliginosum,x,100,cover,0.25,0.53505,0.393
NFD21_30,vaccinium uliginosum,NW,0.1,p/a,1,0.53505,0.393
NFD21_30,vaccinium uliginosum,NW,1,p/a,1,0.53505,0.393
NFD21_30,vaccinium uliginosum,NW,10,cover,15,0.53505,0.393
NFD21_30,vaccinium uliginosum,SE,1,p/a,1,0.53505,0.393
NFD21_30,vaccinium uliginosum,SE,10,cover,5,0.53505,0.393
NFD21_30,vaccinium uliginosum,x,100,cover,10,0.53505,0.393
NFD21_31,vaccinium uliginosum,SE,0.001,p/a,1,0.53505,0.393
NFD21_31,vaccinium uliginosum,SE,0.01,p/a,1,0.53505,0.393
NFD21_31,vaccinium uliginosum,SE,0.1,p/a,1,0.53505,0.393
NFD21_31,vaccinium uliginosum,SE,1,p/a,1,0.53505,0.393
NFD21_31,vaccinium uliginosum,SE,10,cover,1,0.53505,0.393
NFD21_31,vaccinium uliginosum,x,100,cover,0.5,0.53505,0.393
NFD21_34,vaccinium uliginosum,NW,10,cover,0.1,0.53505,0.393
NFD21_34,vaccinium uliginosum,x,100,cover,0.05,0.53505,0.393
NFD21_20,vaccinium vitis-idaea,x,100,cover,0.01,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,NE,1e-4,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,NE,0.001,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,NE,0.01,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,NE,0.1,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,NE,1,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,NE,10,cover,30,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,SW,0.1,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,SW,1,p/a,1,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,SW,10,cover,5,0.21847,0.55775
NFD21_21,vaccinium vitis-idaea,x,100,cover,17.5,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,NW,0.01,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,NW,0.1,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,NW,1,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,NW,10,cover,10,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,SE,0.001,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,SE,0.01,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,SE,0.1,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,SE,1,p/a,1,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,SE,10,cover,3,0.21847,0.55775
NFD21_24,vaccinium vitis-idaea,x,100,cover,6.5,0.21847,0.55775
NFD21_28,vaccinium vitis-idaea,NW,1,p/a,1,0.21847,0.55775
NFD21_28,vaccinium vitis-idaea,NW,10,cover,1,0.21847,0.55775
NFD21_28,vaccinium vitis-idaea,SE,10,cover,0.01,0.21847,0.55775
NFD21_28,vaccinium vitis-idaea,x,100,cover,0.505,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,NW,0.001,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,NW,0.01,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,NW,0.1,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,NW,1,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,NW,10,cover,5,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,SE,0.01,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,SE,0.1,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,SE,1,p/a,1,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,SE,10,cover,7,0.21847,0.55775
NFD21_30,vaccinium vitis-idaea,x,100,cover,6,0.21847,0.55775
NFD21_33,vaccinium vitis-idaea,NW,1,p/a,1,0.21847,0.55775
NFD21_33,vaccinium vitis-idaea,NW,10,cover,1,0.21847,0.55775
NFD21_33,vaccinium vitis-idaea,x,100,cover,0.5,0.21847,0.55775
NFD21_34,vaccinium vitis-idaea,NW,1,p/a,1,0.21847,0.55775
NFD21_34,vaccinium vitis-idaea,NW,10,cover,1,0.21847,0.55775
NFD21_34,vaccinium vitis-idaea,x,100,cover,0.5,0.21847,0.55775
NFD21_23,vaccinium vitis-idaea,NW,0.001,p/a,1,0.21847,0.55775
NFD21_23,vaccinium vitis-idaea,NW,0.01,p/a,1,0.21847,0.55775
NFD21_23,vaccinium vitis-idaea,NW,0.1,p/a,1,0.21847,0.55775
NFD21_23,vaccinium vitis-idaea,NW,1,p/a,1,0.21847,0.55775
NFD21_23,vaccinium vitis-idaea,NW,10,cover,0.1,0.21847,0.55775
NFD21_23,vaccinium vitis-idaea,x,100,cover,0.05,0.21847,0.55775
NFD21_39,veronica agrestis,SE,0.01,p/a,1,1.4798,0.8133
NFD21_39,veronica agrestis,SE,0.1,p/a,1,1.4798,0.8133
NFD21_39,veronica agrestis,SE,1,p/a,1,1.4798,0.8133
NFD21_39,veronica agrestis,SE,10,cover,0.5,1.4798,0.8133
NFD21_39,veronica agrestis,x,100,cover,0.25,1.4798,0.8133
NFD21_36,veronica anagallis-aquatica,NE,0.1,p/a,1,1.35441,0.45052
NFD21_36,veronica anagallis-aquatica,NE,1,p/a,1,1.35441,0.45052
NFD21_36,veronica anagallis-aquatica,NE,10,cover,0.5,1.35441,0.45052
NFD21_36,veronica anagallis-aquatica,x,100,cover,0.25,1.35441,0.45052
NFD21_42,veronica arvensis,NW,10,cover,0.01,1.70759,0.64871
NFD21_42,veronica arvensis,SE,10,cover,0.1,1.70759,0.64871
NFD21_42,veronica arvensis,x,100,cover,0.055,1.70759,0.64871
NFD21_39,veronica chamaedrys,NW,1,p/a,1,0.49917,0.56883
NFD21_39,veronica chamaedrys,NW,10,cover,0.01,0.49917,0.56883
NFD21_39,veronica chamaedrys,x,100,cover,0.005,0.49917,0.56883
NFD21_40,veronica chamaedrys,NW,0.01,p/a,1,0.49917,0.56883
NFD21_40,veronica chamaedrys,NW,0.1,p/a,1,0.49917,0.56883
NFD21_40,veronica chamaedrys,NW,1,p/a,1,0.49917,0.56883
NFD21_40,veronica chamaedrys,NW,10,cover,0.1,0.49917,0.56883
NFD21_40,veronica chamaedrys,x,100,cover,0.05,0.49917,0.56883
NFD21_37,veronica dillenii,NW,10,cover,0.5,1.30963,0.51008
NFD21_37,veronica dillenii,SE,0.1,p/a,1,1.30963,0.51008
NFD21_37,veronica dillenii,SE,1,p/a,1,1.30963,0.51008
NFD21_37,veronica dillenii,SE,10,cover,0.2,1.30963,0.51008
NFD21_37,veronica dillenii,x,100,cover,0.35,1.30963,0.51008
NFD21_38,veronica dillenii,NW,0.1,p/a,1,1.30963,0.51008
NFD21_38,veronica dillenii,NW,1,p/a,1,1.30963,0.51008
NFD21_38,veronica dillenii,NW,10,cover,3,1.30963,0.51008
NFD21_38,veronica dillenii,SE,0.1,p/a,1,1.30963,0.51008
NFD21_38,veronica dillenii,SE,1,p/a,1,1.30963,0.51008
NFD21_38,veronica dillenii,SE,10,cover,0.01,1.30963,0.51008
NFD21_38,veronica dillenii,x,100,cover,1.505,1.30963,0.51008
NFD21_40,veronica dillenii,NW,0.1,p/a,1,1.30963,0.51008
NFD21_40,veronica dillenii,NW,1,p/a,1,1.30963,0.51008
NFD21_40,veronica dillenii,NW,10,cover,1,1.30963,0.51008
NFD21_40,veronica dillenii,SE,0.1,p/a,1,1.30963,0.51008
NFD21_40,veronica dillenii,SE,1,p/a,1,1.30963,0.51008
NFD21_40,veronica dillenii,SE,10,cover,0.1,1.30963,0.51008
NFD21_40,veronica dillenii,x,100,cover,0.55,1.30963,0.51008
NFD21_39,veronica officinalis,x,100,cover,1,0.19521,0.61861
NFD21_42,veronica praecox,SE,0.1,p/a,1,1.53954,0.52492
NFD21_42,veronica praecox,SE,1,p/a,1,1.53954,0.52492
NFD21_42,veronica praecox,SE,10,cover,0.1,1.53954,0.52492
NFD21_42,veronica praecox,x,100,cover,0.05,1.53954,0.52492
NFD21_35,veronica scutellata,SE,1,p/a,1,1.43984,0.38263
NFD21_35,veronica scutellata,SE,10,cover,2,1.43984,0.38263
NFD21_35,veronica scutellata,x,100,cover,1,1.43984,0.38263
NFD21_36,veronica scutellata,NE,1,p/a,1,1.43984,0.38263
NFD21_36,veronica scutellata,NE,10,cover,1,1.43984,0.38263
NFD21_36,veronica scutellata,SW,1,p/a,1,1.43984,0.38263
NFD21_36,veronica scutellata,SW,10,cover,0.5,1.43984,0.38263
NFD21_36,veronica scutellata,x,100,cover,0.75,1.43984,0.38263
NFD21_39,vicia sativa,x,100,cover,1,1.32492,0.65326
NFD21_40,vicia sativa,SE,0.01,p/a,1,1.32492,0.65326
NFD21_40,vicia sativa,SE,0.1,p/a,1,1.32492,0.65326
NFD21_40,vicia sativa,SE,1,p/a,1,1.32492,0.65326
NFD21_40,vicia sativa,SE,10,cover,0.01,1.32492,0.65326
NFD21_40,vicia sativa,x,100,cover,0.005,1.32492,0.65326
NFD21_42,vicia sativa,NW,10,cover,0.1,1.32492,0.65326
NFD21_42,vicia sativa,SE,10,cover,1,1.32492,0.65326
NFD21_42,vicia sativa,x,100,cover,0.55,1.32492,0.65326
NFD21_31,viola biflora,SE,1,p/a,1,0.3151,0.48792
NFD21_31,viola biflora,SE,10,cover,0.05,0.3151,0.48792
NFD21_31,viola biflora,x,100,cover,0.025,0.3151,0.48792
NFD21_37,viola canina,SE,1,p/a,1,0.4895,0.54998
NFD21_37,viola canina,SE,10,cover,0.1,0.4895,0.54998
NFD21_37,viola canina,x,100,cover,0.05,0.4895,0.54998
NFD21_39,viola canina,SE,0.1,p/a,1,0.4895,0.54998
NFD21_39,viola canina,SE,1,p/a,1,0.4895,0.54998
NFD21_39,viola canina,SE,10,cover,0.1,0.4895,0.54998
NFD21_39,viola canina,x,100,cover,0.05,0.4895,0.54998
NFD21_23,rubus idaeus,NE,1,p/a,1,0.12562,0.66784
NFD21_23,rubus idaeus,NE,10,cover,2,0.12562,0.66784
NFD21_23,rubus idaeus,x,100,cover,1,0.12562,0.66784
NFD21_34,rubus idaeus,NW,10,cover,0.1,0.12562,0.66784
NFD21_34,rubus idaeus,x,100,cover,0.05,0.12562,0.66784
NFD21_46,agropyron cristatum,SW,10,cover,2,1.69163,0.51141
NFD21_46,agropyron cristatum,x,100,cover,1,1.69163,0.51141
NFD21_55,agrostis stolonifera,SE,0.001,p/a,1,1.23503,0.47931
NFD21_55,agrostis stolonifera,SE,0.01,p/a,1,1.23503,0.47931
NFD21_55,agrostis stolonifera,SE,0.1,p/a,1,1.23503,0.47931
NFD21_55,agrostis stolonifera,SE,1,p/a,1,1.23503,0.47931
NFD21_55,agrostis stolonifera,SE,10,cover,2,1.23503,0.47931
NFD21_55,agrostis stolonifera,x,100,cover,1,1.23503,0.47931
NFD21_46,allium paniculatum,NE,10,cover,0.5,0.59261,0.55895
NFD21_46,allium paniculatum,SW,1,p/a,1,0.59261,0.55895
NFD21_46,allium paniculatum,SW,10,cover,3,0.59261,0.55895
NFD21_46,allium paniculatum,x,100,cover,1.75,0.59261,0.55895
NFD21_46,alyssum minutum,SW,0.1,p/a,1,1.07881,0.60412
NFD21_46,alyssum minutum,SW,1,p/a,1,1.07881,0.60412
NFD21_46,alyssum minutum,SW,10,cover,1,1.07881,0.60412
NFD21_46,alyssum minutum,x,100,cover,0.5,1.07881,0.60412
NFD21_52,ambrosia artemisiifolia,NW,0.1,p/a,1,1.56932,0.74364
NFD21_52,ambrosia artemisiifolia,NW,1,p/a,1,1.56932,0.74364
NFD21_52,ambrosia artemisiifolia,NW,10,cover,0.01,1.56932,0.74364
NFD21_52,ambrosia artemisiifolia,x,100,cover,0.005,1.56932,0.74364
NFD21_46,bromus sterilis,x,100,cover,0.1,0.77819,0.72807
NFD21_46,anthemis ruthenica,SW,10,cover,0.01,1.57395,0.61101
NFD21_46,anthemis ruthenica,x,100,cover,0.005,1.57395,0.61101
NFD21_46,apera spica-venti,NE,1e-4,p/a,1,1.97,0.85089
NFD21_46,apera spica-venti,NE,0.001,p/a,1,1.97,0.85089
NFD21_46,apera spica-venti,NE,0.01,p/a,1,1.97,0.85089
NFD21_46,apera spica-venti,NE,0.1,p/a,1,1.97,0.85089
NFD21_46,apera spica-venti,NE,1,p/a,1,1.97,0.85089
NFD21_46,apera spica-venti,NE,10,cover,15,1.97,0.85089
NFD21_46,apera spica-venti,SW,10,cover,1,1.97,0.85089
NFD21_46,apera spica-venti,x,100,cover,8,1.97,0.85089
NFD21_46,arenaria serpyllifolia,NE,1,p/a,1,1.48069,0.59253
NFD21_46,arenaria serpyllifolia,NE,10,cover,1,1.48069,0.59253
NFD21_46,arenaria serpyllifolia,x,100,cover,0.5,1.48069,0.59253
NFD21_51,artemisia santonicum,NW,1,p/a,1,1.93165,0.49813
NFD21_51,artemisia santonicum,NW,10,cover,7,1.93165,0.49813
NFD21_51,artemisia santonicum,x,100,cover,3.5,1.93165,0.49813
NFD21_52,artemisia santonicum,NW,10,cover,0.5,1.93165,0.49813
NFD21_52,artemisia santonicum,SE,1,p/a,1,1.93165,0.49813
NFD21_52,artemisia santonicum,SE,10,cover,1,1.93165,0.49813
NFD21_52,artemisia santonicum,x,100,cover,0.75,1.93165,0.49813
NFD21_52,atriplex prostrata,SE,1,p/a,1,1.23592,0.57179
NFD21_52,atriplex prostrata,SE,10,cover,1,1.23592,0.57179
NFD21_52,atriplex prostrata,x,100,cover,0.5,1.23592,0.57179
NFD21_54,atriplex tatarica,SE,1,p/a,1,1.76178,0.72962
NFD21_54,atriplex tatarica,SE,10,cover,0.2,1.76178,0.72962
NFD21_54,atriplex tatarica,x,100,cover,0.1,1.76178,0.72962
NFD21_47,bassia crassifolia,NE,1,p/a,1,1.66875,0.4699
NFD21_47,bassia crassifolia,NE,10,cover,5,1.66875,0.4699
NFD21_47,bassia crassifolia,SW,1,p/a,1,1.66875,0.4699
NFD21_47,bassia crassifolia,SW,10,cover,2,1.66875,0.4699
NFD21_47,bassia crassifolia,x,100,cover,3.5,1.66875,0.4699
NFD21_48,bassia crassifolia,NW,1,p/a,1,1.66875,0.4699
NFD21_48,bassia crassifolia,NW,10,cover,30,1.66875,0.4699
NFD21_48,bassia crassifolia,SE,1e-4,p/a,1,1.66875,0.4699
NFD21_48,bassia crassifolia,SE,0.001,p/a,1,1.66875,0.4699
NFD21_48,bassia crassifolia,SE,0.01,p/a,1,1.66875,0.4699
NFD21_48,bassia crassifolia,SE,0.1,p/a,1,1.66875,0.4699
NFD21_48,bassia crassifolia,SE,1,p/a,1,1.66875,0.4699
NFD21_48,bassia crassifolia,SE,10,cover,60,1.66875,0.4699
NFD21_48,bassia crassifolia,x,100,cover,45,1.66875,0.4699
NFD21_54,bassia crassifolia,NW,1e-4,p/a,1,1.66875,0.4699
NFD21_54,bassia crassifolia,NW,0.001,p/a,1,1.66875,0.4699
NFD21_54,bassia crassifolia,NW,0.01,p/a,1,1.66875,0.4699
NFD21_54,bassia crassifolia,NW,0.1,p/a,1,1.66875,0.4699
NFD21_54,bassia crassifolia,NW,1,p/a,1,1.66875,0.4699
NFD21_54,bassia crassifolia,NW,10,cover,42,1.66875,0.4699
NFD21_54,bassia crassifolia,SE,1,p/a,1,1.66875,0.4699
NFD21_54,bassia crassifolia,SE,10,cover,30,1.66875,0.4699
NFD21_54,bassia crassifolia,x,100,cover,36,1.66875,0.4699
NFD21_55,bassia crassifolia,SE,0.1,p/a,1,1.66875,0.4699
NFD21_55,bassia crassifolia,SE,1,p/a,1,1.66875,0.4699
NFD21_55,bassia crassifolia,SE,10,cover,10,1.66875,0.4699
NFD21_55,bassia crassifolia,x,100,cover,5,1.66875,0.4699
NFD21_53,bolboschoenus maritimus,SE,10,cover,0.2,1.8565,0.39976
NFD21_53,bolboschoenus maritimus,x,100,cover,0.1,1.8565,0.39976
NFD21_46,bromus hordeaceus,NE,10,cover,0.1,1.75426,0.55139
NFD21_46,bromus hordeaceus,x,100,cover,0.05,1.75426,0.55139
NFD21_46,bromus squarrosus,NE,0.01,p/a,1,1.35671,0.56662
NFD21_46,bromus squarrosus,NE,0.1,p/a,1,1.35671,0.56662
NFD21_46,bromus squarrosus,NE,1,p/a,1,1.35671,0.56662
NFD21_46,bromus squarrosus,NE,10,cover,5,1.35671,0.56662
NFD21_46,bromus squarrosus,x,100,cover,2.5,1.35671,0.56662
NFD21_52,bromus squarrosus,NW,0.001,p/a,1,1.35671,0.56662
NFD21_52,bromus squarrosus,NW,0.01,p/a,1,1.35671,0.56662
NFD21_52,bromus squarrosus,NW,0.1,p/a,1,1.35671,0.56662
NFD21_52,bromus squarrosus,NW,1,p/a,1,1.35671,0.56662
NFD21_52,bromus squarrosus,NW,10,cover,1,1.35671,0.56662
NFD21_52,bromus squarrosus,x,100,cover,0.5,1.35671,0.56662
NFD21_54,bromus squarrosus,SE,0.1,p/a,1,1.35671,0.56662
NFD21_54,bromus squarrosus,SE,1,p/a,1,1.35671,0.56662
NFD21_54,bromus squarrosus,SE,10,cover,0.5,1.35671,0.56662
NFD21_54,bromus squarrosus,x,100,cover,0.25,1.35671,0.56662
NFD21_46,buglossoides arvensis,NE,10,cover,0.1,1.56872,0.79696
NFD21_46,buglossoides arvensis,x,100,cover,0.05,1.56872,0.79696
NFD21_52,bupleurum tenuissimum,SE,0.01,p/a,1,1.6613,0.45
NFD21_52,bupleurum tenuissimum,SE,0.1,p/a,1,1.6613,0.45
NFD21_52,bupleurum tenuissimum,SE,1,p/a,1,1.6613,0.45
NFD21_52,bupleurum tenuissimum,SE,10,cover,0.1,1.6613,0.45
NFD21_52,bupleurum tenuissimum,x,100,cover,0.05,1.6613,0.45
NFD21_46,cerastium dubium,NE,0.01,p/a,1,1.87786,0.54734
NFD21_46,cerastium dubium,NE,0.1,p/a,1,1.87786,0.54734
NFD21_46,cerastium dubium,NE,1,p/a,1,1.87786,0.54734
NFD21_46,cerastium dubium,NE,10,cover,10,1.87786,0.54734
NFD21_46,cerastium dubium,x,100,cover,5,1.87786,0.54734
NFD21_46,cerastium semidecandrum,NE,10,cover,0.1,1.39189,0.46249
NFD21_46,cerastium semidecandrum,SW,0.1,p/a,1,1.39189,0.46249
NFD21_46,cerastium semidecandrum,SW,1,p/a,1,1.39189,0.46249
NFD21_46,cerastium semidecandrum,SW,10,cover,1,1.39189,0.46249
NFD21_46,cerastium semidecandrum,x,100,cover,0.55,1.39189,0.46249
NFD21_46,convolvulus lineatus,NE,10,cover,0.1,1.35427,0.53525
NFD21_46,convolvulus lineatus,SW,0.1,p/a,1,1.35427,0.53525
NFD21_46,convolvulus lineatus,SW,1,p/a,1,1.35427,0.53525
NFD21_46,convolvulus lineatus,SW,10,cover,0.5,1.35427,0.53525
NFD21_46,convolvulus lineatus,x,100,cover,0.3,1.35427,0.53525
NFD21_46,crepis foetida,x,100,cover,0.1,1.26909,0.6779
NFD21_53,crypsis aculeata,NW,1,p/a,1,2.05135,0.61823
NFD21_53,crypsis aculeata,NW,10,cover,0.5,2.05135,0.61823
NFD21_53,crypsis aculeata,x,100,cover,0.25,2.05135,0.61823
NFD21_46,cynodon dactylon,NE,0.1,p/a,1,1.49629,0.65056
NFD21_46,cynodon dactylon,NE,1,p/a,1,1.49629,0.65056
NFD21_46,cynodon dactylon,NE,10,cover,1,1.49629,0.65056
NFD21_46,cynodon dactylon,SW,0.001,p/a,1,1.49629,0.65056
NFD21_46,cynodon dactylon,SW,0.01,p/a,1,1.49629,0.65056
NFD21_46,cynodon dactylon,SW,0.1,p/a,1,1.49629,0.65056
NFD21_46,cynodon dactylon,SW,1,p/a,1,1.49629,0.65056
NFD21_46,cynodon dactylon,SW,10,cover,60,1.49629,0.65056
NFD21_46,cynodon dactylon,x,100,cover,30.5,1.49629,0.65056
NFD21_52,cynodon dactylon,NW,1,p/a,1,1.49629,0.65056
NFD21_52,cynodon dactylon,NW,10,cover,20,1.49629,0.65056
NFD21_52,cynodon dactylon,x,100,cover,10,1.49629,0.65056
NFD21_46,dianthus polymorphus,x,100,cover,0.1,1.76002,0.35472
NFD21_45,elaeagnus angustifolia,SE,10,cover,0.1,0.84382,0.62132
NFD21_45,elaeagnus angustifolia,x,100,cover,0.05,0.84382,0.62132
NFD21_46,elymus elongatus,NE,1,p/a,1,1.35642,0.4713
