series,species,subplot,scale,response,value
NFD21_09,astrantia major,NW,0.1,p/a,1
NFD21_09,astrantia major,NW,1,p/a,1
NFD21_09,astrantia major,NW,10,cover,4
NFD21_09,astrantia major,SE,0.001,p/a,1
NFD21_09,astrantia major,SE,0.01,p/a,1
NFD21_09,astrantia major,SE,0.1,p/a,1
NFD21_09,astrantia major,SE,1,p/a,1
NFD21_09,astrantia major,SE,10,cover,2
NFD21_09,astrantia major,x,100,cover,3
NFD21_10,astrantia major,NW,1e-4,p/a,1
NFD21_10,astrantia major,NW,0.001,p/a,1
NFD21_10,astrantia major,NW,0.01,p/a,1
NFD21_10,astrantia major,NW,0.1,p/a,1
NFD21_10,astrantia major,NW,1,p/a,1
NFD21_10,astrantia major,NW,10,cover,2
NFD21_10,astrantia major,x,100,cover,1
NFD21_11,astrantia major,SW,0.1,p/a,1
NFD21_11,astrantia major,SW,1,p/a,1
NFD21_11,astrantia major,SW,10,cover,1
NFD21_11,astrantia major,x,100,cover,0.5
NFD21_14,astrantia major,SE,1,p/a,1
NFD21_14,astrantia major,SE,10,cover,1
NFD21_14,astrantia major,x,100,cover,0.5
NFD21_15,astrantia major,NW,10,cover,1
NFD21_15,astrantia major,x,100,cover,0.5
NFD21_16,astrantia major,NW,10,cover,0.5
NFD21_16,astrantia major,SE,1,p/a,1
NFD21_16,astrantia major,SE,10,cover,0.5
NFD21_16,astrantia major,x,100,cover,0.5
NFD21_18,astrantia major,NW,0.1,p/a,1
NFD21_18,astrantia major,NW,1,p/a,1
NFD21_18,astrantia major,NW,10,cover,1
NFD21_18,astrantia major,SE,0.1,p/a,1
NFD21_18,astrantia major,SE,1,p/a,1
NFD21_18,astrantia major,SE,10,cover,0.1
NFD21_18,astrantia major,x,100,cover,0.55
NFD21_57,astrantia major,NW,0.001,p/a,1
NFD21_57,astrantia major,NW,0.01,p/a,1
NFD21_57,astrantia major,NW,0.1,p/a,1
NFD21_57,astrantia major,NW,1,p/a,1
NFD21_57,astrantia major,NW,10,cover,3
NFD21_57,astrantia major,SE,1e-4,p/a,1
NFD21_57,astrantia major,SE,0.001,p/a,1
NFD21_57,astrantia major,SE,0.01,p/a,1
NFD21_57,astrantia major,SE,0.1,p/a,1
NFD21_57,astrantia major,SE,1,p/a,1
NFD21_57,astrantia major,SE,10,cover,0.5
NFD21_57,astrantia major,x,100,cover,1.75
NFD21_08,asyneuma canescens,NE,1,p/a,1
NFD21_08,asyneuma canescens,NE,10,cover,0.1
NFD21_08,asyneuma canescens,SW,0.1,p/a,1
NFD21_08,asyneuma canescens,SW,1,p/a,1
NFD21_08,asyneuma canescens,SW,10,cover,0.1
NFD21_08,asyneuma canescens,x,100,cover,0.1
NFD21_08,aurinia saxatilis,x,100,cover,0.1
NFD21_05,helictotrichon pubescens,SE,1,p/a,1
NFD21_05,helictotrichon pubescens,SE,10,cover,0.2
NFD21_05,helictotrichon pubescens,x,100,cover,0.1
NFD21_08,helictotrichon pubescens,NE,1e-4,p/a,1
NFD21_08,helictotrichon pubescens,NE,0.001,p/a,1
NFD21_08,helictotrichon pubescens,NE,0.01,p/a,1
NFD21_08,helictotrichon pubescens,NE,0.1,p/a,1
NFD21_08,helictotrichon pubescens,NE,1,p/a,1
NFD21_08,helictotrichon pubescens,NE,10,cover,7
NFD21_08,helictotrichon pubescens,SW,0.01,p/a,1
NFD21_08,helictotrichon pubescens,SW,0.1,p/a,1
NFD21_08,helictotrichon pubescens,SW,1,p/a,1
NFD21_08,helictotrichon pubescens,SW,10,cover,1
NFD21_08,helictotrichon pubescens,x,100,cover,4
NFD21_05,berberis vulgaris,x,100,cover,0.1
NFD21_02,berteroa incana,NW,1,p/a,1
NFD21_02,berteroa incana,NW,10,cover,0.1
NFD21_02,berteroa incana,SE,0.1,p/a,1
NFD21_02,berteroa incana,SE,1,p/a,1
NFD21_02,berteroa incana,SE,10,cover,0.1
NFD21_02,berteroa incana,x,100,cover,0.1
NFD21_03,berteroa incana,NW,10,cover,0.1
NFD21_03,berteroa incana,SE,0.1,p/a,1
NFD21_03,berteroa incana,SE,1,p/a,1
NFD21_03,berteroa incana,SE,10,cover,0.5
NFD21_03,berteroa incana,x,100,cover,0.3
NFD21_04,berteroa incana,NW,10,cover,0.1
NFD21_04,berteroa incana,SE,10,cover,0.1
NFD21_04,berteroa incana,x,100,cover,0.1
NFD21_13,persicaria bistorta,NW,0.01,p/a,1
NFD21_13,persicaria bistorta,NW,0.1,p/a,1
NFD21_13,persicaria bistorta,NW,1,p/a,1
NFD21_13,persicaria bistorta,NW,10,cover,1
NFD21_13,persicaria bistorta,SE,10,cover,3
NFD21_13,persicaria bistorta,x,100,cover,2
NFD21_14,persicaria bistorta,NW,1,p/a,1
NFD21_14,persicaria bistorta,NW,10,cover,0.4
NFD21_14,persicaria bistorta,x,100,cover,0.2
NFD21_15,persicaria bistorta,SE,1,p/a,1
NFD21_15,persicaria bistorta,SE,10,cover,0.1
NFD21_15,persicaria bistorta,x,100,cover,0.05
NFD21_17,persicaria bistorta,NW,0.01,p/a,1
NFD21_17,persicaria bistorta,NW,0.1,p/a,1
NFD21_17,persicaria bistorta,NW,1,p/a,1
NFD21_17,persicaria bistorta,NW,10,cover,20
NFD21_17,persicaria bistorta,SE,1e-4,p/a,1
NFD21_17,persicaria bistorta,SE,0.001,p/a,1
NFD21_17,persicaria bistorta,SE,0.01,p/a,1
NFD21_17,persicaria bistorta,SE,0.1,p/a,1
NFD21_17,persicaria bistorta,SE,1,p/a,1
NFD21_17,persicaria bistorta,SE,10,cover,25
NFD21_17,persicaria bistorta,x,100,cover,22.5
NFD21_18,persicaria bistorta,NW,1e-4,p/a,1
NFD21_18,persicaria bistorta,NW,0.001,p/a,1
NFD21_18,persicaria bistorta,NW,0.01,p/a,1
NFD21_18,persicaria bistorta,NW,0.1,p/a,1
NFD21_18,persicaria bistorta,NW,1,p/a,1
NFD21_18,persicaria bistorta,NW,10,cover,10
NFD21_18,persicaria bistorta,SE,0.1,p/a,1
NFD21_18,persicaria bistorta,SE,1,p/a,1
NFD21_18,persicaria bistorta,SE,10,cover,1
NFD21_18,persicaria bistorta,x,100,cover,5.5
NFD21_12,persicaria vivipara,NW,10,cover,1
NFD21_12,persicaria vivipara,SE,0.01,p/a,1
NFD21_12,persicaria vivipara,SE,0.1,p/a,1
NFD21_12,persicaria vivipara,SE,1,p/a,1
NFD21_12,persicaria vivipara,SE,10,cover,1
NFD21_12,persicaria vivipara,x,100,cover,1
NFD21_06,bothriochloa ischaemum,NW,10,cover,0.5
NFD21_06,bothriochloa ischaemum,x,100,cover,0.25
NFD21_07,bothriochloa ischaemum,NW,0.1,p/a,1
NFD21_07,bothriochloa ischaemum,NW,1,p/a,1
NFD21_07,bothriochloa ischaemum,NW,10,cover,8
NFD21_07,bothriochloa ischaemum,SE,0.001,p/a,1
NFD21_07,bothriochloa ischaemum,SE,0.01,p/a,1
NFD21_07,bothriochloa ischaemum,SE,0.1,p/a,1
NFD21_07,bothriochloa ischaemum,SE,1,p/a,1
NFD21_07,bothriochloa ischaemum,SE,10,cover,20
NFD21_07,bothriochloa ischaemum,x,100,cover,14
NFD21_61,bothriochloa ischaemum,NW,1e-4,p/a,1
NFD21_61,bothriochloa ischaemum,NW,0.001,p/a,1
NFD21_61,bothriochloa ischaemum,NW,0.01,p/a,1
NFD21_61,bothriochloa ischaemum,NW,0.1,p/a,1
NFD21_61,bothriochloa ischaemum,NW,1,p/a,1
NFD21_61,bothriochloa ischaemum,NW,10,cover,15
NFD21_61,bothriochloa ischaemum,SE,1e-4,p/a,1
NFD21_61,bothriochloa ischaemum,SE,0.001,p/a,1
NFD21_61,bothriochloa ischaemum,SE,0.01,p/a,1
NFD21_61,bothriochloa ischaemum,SE,0.1,p/a,1
NFD21_61,bothriochloa ischaemum,SE,1,p/a,1
NFD21_61,bothriochloa ischaemum,SE,10,cover,40
NFD21_61,bothriochloa ischaemum,x,100,cover,27.5
NFD21_09,botrychium lunaria,NW,1,p/a,1
NFD21_09,botrychium lunaria,NW,10,cover,0.01
NFD21_09,botrychium lunaria,SE,10,cover,0.1
NFD21_09,botrychium lunaria,x,100,cover,0.055
NFD21_10,botrychium lunaria,NW,10,cover,0.01
NFD21_10,botrychium lunaria,SE,10,cover,0.1
NFD21_10,botrychium lunaria,x,100,cover,0.055
NFD21_11,botrychium lunaria,NE,1,p/a,1
NFD21_11,botrychium lunaria,NE,10,cover,0.01
NFD21_11,botrychium lunaria,x,100,cover,0.005
NFD21_14,botrychium lunaria,NW,0.01,p/a,1
NFD21_14,botrychium lunaria,NW,0.1,p/a,1
NFD21_14,botrychium lunaria,NW,1,p/a,1
NFD21_14,botrychium lunaria,NW,10,cover,0.5
NFD21_14,botrychium lunaria,x,100,cover,0.25
NFD21_56,brachypodium pinnatum,NW,10,cover,0.5
NFD21_56,brachypodium pinnatum,SE,1,p/a,1
NFD21_56,brachypodium pinnatum,SE,10,cover,10
NFD21_56,brachypodium pinnatum,x,100,cover,5.25
NFD21_57,brachypodium pinnatum,NW,1e-4,p/a,1
NFD21_57,brachypodium pinnatum,NW,0.001,p/a,1
NFD21_57,brachypodium pinnatum,NW,0.01,p/a,1
NFD21_57,brachypodium pinnatum,NW,0.1,p/a,1
NFD21_57,brachypodium pinnatum,NW,1,p/a,1
NFD21_57,brachypodium pinnatum,NW,10,cover,20
NFD21_57,brachypodium pinnatum,SE,0.001,p/a,1
NFD21_57,brachypodium pinnatum,SE,0.01,p/a,1
NFD21_57,brachypodium pinnatum,SE,0.1,p/a,1
NFD21_57,brachypodium pinnatum,SE,1,p/a,1
NFD21_57,brachypodium pinnatum,SE,10,cover,10
NFD21_57,brachypodium pinnatum,x,100,cover,15
NFD21_58,brachypodium pinnatum,NW,0.001,p/a,1
NFD21_58,brachypodium pinnatum,NW,0.01,p/a,1
NFD21_58,brachypodium pinnatum,NW,0.1,p/a,1
NFD21_58,brachypodium pinnatum,NW,1,p/a,1
NFD21_58,brachypodium pinnatum,NW,10,cover,5
NFD21_58,brachypodium pinnatum,SE,0.01,p/a,1
NFD21_58,brachypodium pinnatum,SE,0.1,p/a,1
NFD21_58,brachypodium pinnatum,SE,1,p/a,1
NFD21_58,brachypodium pinnatum,SE,10,cover,35
NFD21_58,brachypodium pinnatum,x,100,cover,20
NFD21_62,brachypodium pinnatum,NW,0.01,p/a,1
NFD21_62,brachypodium pinnatum,NW,0.1,p/a,1
NFD21_62,brachypodium pinnatum,NW,1,p/a,1
NFD21_62,brachypodium pinnatum,NW,10,cover,40
NFD21_62,brachypodium pinnatum,SE,1e-4,p/a,1
NFD21_62,brachypodium pinnatum,SE,0.001,p/a,1
NFD21_62,brachypodium pinnatum,SE,0.01,p/a,1
NFD21_62,brachypodium pinnatum,SE,0.1,p/a,1
NFD21_62,brachypodium pinnatum,SE,1,p/a,1
NFD21_62,brachypodium pinnatum,SE,10,cover,40
NFD21_62,brachypodium pinnatum,x,100,cover,40
NFD21_63,brachypodium pinnatum,NW,0.001,p/a,1
NFD21_63,brachypodium pinnatum,NW,0.01,p/a,1
NFD21_63,brachypodium pinnatum,NW,0.1,p/a,1
NFD21_63,brachypodium pinnatum,NW,1,p/a,1
NFD21_63,brachypodium pinnatum,NW,10,cover,50
NFD21_63,brachypodium pinnatum,SE,0.1,p/a,1
NFD21_63,brachypodium pinnatum,SE,1,p/a,1
NFD21_63,brachypodium pinnatum,SE,10,cover,40
NFD21_63,brachypodium pinnatum,x,100,cover,45
NFD21_64,brachypodium pinnatum,NW,0.01,p/a,1
NFD21_64,brachypodium pinnatum,NW,0.1,p/a,1
NFD21_64,brachypodium pinnatum,NW,1,p/a,1
NFD21_64,brachypodium pinnatum,NW,10,cover,15
NFD21_64,brachypodium pinnatum,SE,1e-4,p/a,1
NFD21_64,brachypodium pinnatum,SE,0.001,p/a,1
NFD21_64,brachypodium pinnatum,SE,0.01,p/a,1
NFD21_64,brachypodium pinnatum,SE,0.1,p/a,1
NFD21_64,brachypodium pinnatum,SE,1,p/a,1
NFD21_64,brachypodium pinnatum,SE,10,cover,20
NFD21_64,brachypodium pinnatum,x,100,cover,17.5
NFD21_09,briza media,NW,1e-4,p/a,1
NFD21_09,briza media,NW,0.001,p/a,1
NFD21_09,briza media,NW,0.01,p/a,1
NFD21_09,briza media,NW,0.1,p/a,1
NFD21_09,briza media,NW,1,p/a,1
NFD21_09,briza media,NW,10,cover,3
NFD21_09,briza media,SE,1,p/a,1
NFD21_09,briza media,SE,10,cover,2
NFD21_09,briza media,x,100,cover,2.5
NFD21_10,briza media,NW,1,p/a,1
NFD21_10,briza media,NW,10,cover,2
NFD21_10,briza media,SE,0.1,p/a,1
NFD21_10,briza media,SE,1,p/a,1
NFD21_10,briza media,SE,10,cover,0.5
NFD21_10,briza media,x,100,cover,1.25
NFD21_15,briza media,NW,1,p/a,1
NFD21_15,briza media,NW,10,cover,2
NFD21_15,briza media,SE,0.001,p/a,1
NFD21_15,briza media,SE,0.01,p/a,1
NFD21_15,briza media,SE,0.1,p/a,1
NFD21_15,briza media,SE,1,p/a,1
NFD21_15,briza media,SE,10,cover,10
NFD21_15,briza media,x,100,cover,6
NFD21_16,briza media,NW,0.001,p/a,1
NFD21_16,briza media,NW,0.01,p/a,1
NFD21_16,briza media,NW,0.1,p/a,1
NFD21_16,briza media,NW,1,p/a,1
NFD21_16,briza media,NW,10,cover,3
NFD21_16,briza media,SE,0.01,p/a,1
NFD21_16,briza media,SE,0.1,p/a,1
NFD21_16,briza media,SE,1,p/a,1
NFD21_16,briza media,SE,10,cover,0.5
NFD21_16,briza media,x,100,cover,1.75
NFD21_17,briza media,NW,1,p/a,1
NFD21_17,briza media,NW,10,cover,2
NFD21_17,briza media,x,100,cover,1
NFD21_18,briza media,NW,10,cover,2
NFD21_18,briza media,SE,0.1,p/a,1
NFD21_18,briza media,SE,1,p/a,1
NFD21_18,briza media,SE,10,cover,10
NFD21_18,briza media,x,100,cover,6
NFD21_58,briza media,NW,10,cover,3
NFD21_58,briza media,x,100,cover,1.5
NFD21_62,briza media,NW,0.01,p/a,1
NFD21_62,briza media,NW,0.1,p/a,1
NFD21_62,briza media,NW,1,p/a,1
NFD21_62,briza media,NW,10,cover,4
NFD21_62,briza media,SE,0.01,p/a,1
NFD21_62,briza media,SE,0.1,p/a,1
NFD21_62,briza media,SE,1,p/a,1
NFD21_62,briza media,SE,10,cover,4
NFD21_62,briza media,x,100,cover,4
NFD21_63,briza media,SE,10,cover,0.5
NFD21_63,briza media,x,100,cover,0.25
NFD21_64,briza media,NW,10,cover,2
NFD21_64,briza media,SE,10,cover,7
NFD21_64,briza media,x,100,cover,4.5
NFD21_62,bromus erectus,NW,1,p/a,1
NFD21_62,bromus erectus,NW,10,cover,0.5
NFD21_62,bromus erectus,SE,1,p/a,1
NFD21_62,bromus erectus,SE,10,cover,1
NFD21_62,bromus erectus,x,100,cover,0.75
NFD21_64,bromus inermis,x,100,cover,0.1
NFD21_02,bromus hordeaceus,NW,1e-4,p/a,1
NFD21_02,bromus hordeaceus,NW,0.001,p/a,1
NFD21_02,bromus hordeaceus,NW,0.01,p/a,1
NFD21_02,bromus hordeaceus,NW,0.1,p/a,1
NFD21_02,bromus hordeaceus,NW,1,p/a,1
NFD21_02,bromus hordeaceus,NW,10,cover,5
NFD21_02,bromus hordeaceus,x,100,cover,2.5
NFD21_03,bromus hordeaceus,NW,10,cover,0.01
NFD21_03,bromus hordeaceus,x,100,cover,0.005
NFD21_60,bromus hordeaceus,x,100,cover,0.1
NFD21_02,bromus squarrosus,NW,1,p/a,1
NFD21_02,bromus squarrosus,NW,10,cover,5
NFD21_02,bromus squarrosus,SE,0.01,p/a,1
NFD21_02,bromus squarrosus,SE,0.1,p/a,1
NFD21_02,bromus squarrosus,SE,1,p/a,1
NFD21_02,bromus squarrosus,SE,10,cover,25
NFD21_02,bromus squarrosus,x,100,cover,15
NFD21_06,bromus squarrosus,NW,1,p/a,1
NFD21_06,bromus squarrosus,NW,10,cover,0.5
NFD21_06,bromus squarrosus,x,100,cover,0.25
NFD21_07,bromus squarrosus,SE,10,cover,0.01
NFD21_07,bromus squarrosus,x,100,cover,0.005
NFD21_05,bupleurum falcatum,NW,1,p/a,1
NFD21_05,bupleurum falcatum,NW,10,cover,0.01
NFD21_05,bupleurum falcatum,SE,0.01,p/a,1
NFD21_05,bupleurum falcatum,SE,0.1,p/a,1
NFD21_05,bupleurum falcatum,SE,1,p/a,1
NFD21_05,bupleurum falcatum,SE,10,cover,0.5
NFD21_05,bupleurum falcatum,x,100,cover,0.255
NFD21_08,bupleurum falcatum,NE,0.001,p/a,1
NFD21_08,bupleurum falcatum,NE,0.01,p/a,1
NFD21_08,bupleurum falcatum,NE,0.1,p/a,1
NFD21_08,bupleurum falcatum,NE,1,p/a,1
NFD21_08,bupleurum falcatum,NE,10,cover,3
NFD21_08,bupleurum falcatum,x,100,cover,1.5
NFD21_62,bupleurum falcatum,NW,1,p/a,1
NFD21_62,bupleurum falcatum,NW,10,cover,0.5
NFD21_62,bupleurum falcatum,SE,1,p/a,1
NFD21_62,bupleurum falcatum,SE,10,cover,0.5
NFD21_62,bupleurum falcatum,x,100,cover,0.5
NFD21_13,calamagrostis arundinacea,NW,10,cover,1
NFD21_13,calamagrostis arundinacea,x,100,cover,0.5
NFD21_15,calamagrostis arundinacea,NW,0.01,p/a,1
NFD21_15,calamagrostis arundinacea,NW,0.1,p/a,1
NFD21_15,calamagrostis arundinacea,NW,1,p/a,1
NFD21_15,calamagrostis arundinacea,NW,10,cover,15
NFD21_15,calamagrostis arundinacea,SE,1,p/a,1
NFD21_15,calamagrostis arundinacea,SE,10,cover,1
NFD21_15,calamagrostis arundinacea,x,100,cover,8
NFD21_16,calamagrostis arundinacea,NW,0.1,p/a,1
NFD21_16,calamagrostis arundinacea,NW,1,p/a,1
NFD21_16,calamagrostis arundinacea,NW,10,cover,2
NFD21_16,calamagrostis arundinacea,SE,1,p/a,1
NFD21_16,calamagrostis arundinacea,SE,10,cover,5
NFD21_16,calamagrostis arundinacea,x,100,cover,3.5
NFD21_63,calamagrostis arundinacea,SE,1e-4,p/a,1
NFD21_63,calamagrostis arundinacea,SE,0.001,p/a,1
NFD21_63,calamagrostis arundinacea,SE,0.01,p/a,1
NFD21_63,calamagrostis arundinacea,SE,0.1,p/a,1
NFD21_63,calamagrostis arundinacea,SE,1,p/a,1
NFD21_63,calamagrostis arundinacea,SE,10,cover,5
NFD21_63,calamagrostis arundinacea,x,100,cover,2.5
NFD21_59,calamagrostis epigejos,x,100,cover,0.1
NFD21_62,calamagrostis epigejos,NW,1,p/a,1
NFD21_62,calamagrostis epigejos,NW,10,cover,1
NFD21_62,calamagrostis epigejos,SE,10,cover,0.5
NFD21_62,calamagrostis epigejos,x,100,cover,0.75
NFD21_17,caltha palustris,NW,0.1,p/a,1
NFD21_17,caltha palustris,NW,1,p/a,1
NFD21_17,caltha palustris,NW,10,cover,1
NFD21_17,caltha palustris,SE,0.1,p/a,1
NFD21_17,caltha palustris,SE,1,p/a,1
NFD21_17,caltha palustris,SE,10,cover,0.5
NFD21_17,caltha palustris,x,100,cover,0.75
NFD21_18,caltha palustris,NW,10,cover,0.5
NFD21_18,caltha palustris,SE,0.1,p/a,1
NFD21_18,caltha palustris,SE,1,p/a,1
NFD21_18,caltha palustris,SE,10,cover,0.1
NFD21_18,caltha palustris,x,100,cover,0.3
NFD21_59,calystegia sepium,NE,0.1,p/a,1
NFD21_59,calystegia sepium,NE,1,p/a,1
NFD21_59,calystegia sepium,NE,10,cover,3
NFD21_59,calystegia sepium,x,100,cover,1.5
NFD21_05,campanula bononiensis,SE,0.1,p/a,1
NFD21_05,campanula bononiensis,SE,1,p/a,1
NFD21_05,campanula bononiensis,SE,10,cover,1
NFD21_05,campanula bononiensis,x,100,cover,0.5
NFD21_08,campanula bononiensis,NE,0.01,p/a,1
NFD21_08,campanula bononiensis,NE,0.1,p/a,1
NFD21_08,campanula bononiensis,NE,1,p/a,1
NFD21_08,campanula bononiensis,NE,10,cover,0.5
NFD21_08,campanula bononiensis,x,100,cover,0.25
NFD21_01,campanula glomerata,NW,1,p/a,1
NFD21_01,campanula glomerata,NW,10,cover,0.5
NFD21_01,campanula glomerata,SE,1,p/a,1
NFD21_01,campanula glomerata,SE,10,cover,1
NFD21_01,campanula glomerata,x,100,cover,0.5
NFD21_05,campanula glomerata,NW,0.01,p/a,1
NFD21_05,campanula glomerata,NW,0.1,p/a,1
NFD21_05,campanula glomerata,NW,1,p/a,1
NFD21_05,campanula glomerata,NW,10,cover,0.2
NFD21_05,campanula glomerata,x,100,cover,0.1
NFD21_10,campanula glomerata,NW,10,cover,0.1
NFD21_10,campanula glomerata,SE,1,p/a,1
NFD21_10,campanula glomerata,SE,10,cover,0.5
NFD21_10,campanula glomerata,x,100,cover,0.3
NFD21_11,campanula glomerata,x,100,cover,0.1
NFD21_12,campanula glomerata,NW,0.001,p/a,1
NFD21_12,campanula glomerata,NW,0.01,p/a,1
NFD21_12,campanula glomerata,NW,0.1,p/a,1
NFD21_12,campanula glomerata,NW,1,p/a,1
NFD21_12,campanula glomerata,NW,10,cover,0.5
NFD21_12,campanula glomerata,SE,0.001,p/a,1
NFD21_12,campanula glomerata,SE,0.01,p/a,1
NFD21_12,campanula glomerata,SE,0.1,p/a,1
NFD21_12,campanula glomerata,SE,1,p/a,1
NFD21_12,campanula glomerata,SE,10,cover,2
NFD21_12,campanula glomerata,x,100,cover,1.25
NFD21_13,campanula glomerata,NW,10,cover,0.5
NFD21_13,campanula glomerata,SE,0.01,p/a,1
NFD21_13,campanula glomerata,SE,0.1,p/a,1
NFD21_13,campanula glomerata,SE,1,p/a,1
NFD21_13,campanula glomerata,SE,10,cover,1
NFD21_13,campanula glomerata,x,100,cover,0.75
NFD21_14,campanula glomerata,NW,0.001,p/a,1
NFD21_14,campanula glomerata,NW,0.01,p/a,1
NFD21_14,campanula glomerata,NW,0.1,p/a,1
NFD21_14,campanula glomerata,NW,1,p/a,1
NFD21_14,campanula glomerata,NW,10,cover,0.5
NFD21_14,campanula glomerata,SE,0.01,p/a,1
NFD21_14,campanula glomerata,SE,0.1,p/a,1
NFD21_14,campanula glomerata,SE,1,p/a,1
NFD21_14,campanula glomerata,SE,10,cover,0.1
NFD21_14,campanula glomerata,x,100,cover,0.3
NFD21_15,campanula glomerata,SE,0.001,p/a,1
NFD21_15,campanula glomerata,SE,0.01,p/a,1
NFD21_15,campanula glomerata,SE,0.1,p/a,1
NFD21_15,campanula glomerata,SE,1,p/a,1
NFD21_15,campanula glomerata,SE,10,cover,0.1
NFD21_15,campanula glomerata,x,100,cover,0.05
NFD21_16,campanula glomerata,NW,10,cover,0.1
NFD21_16,campanula glomerata,x,100,cover,0.05
NFD21_18,campanula glomerata,x,100,cover,0.1
NFD21_56,campanula glomerata,x,100,cover,0.1
NFD21_57,campanula glomerata,NW,10,cover,0.5
NFD21_57,campanula glomerata,SE,0.01,p/a,1
NFD21_57,campanula glomerata,SE,0.1,p/a,1
NFD21_57,campanula glomerata,SE,1,p/a,1
NFD21_57,campanula glomerata,SE,10,cover,0.5
NFD21_57,campanula glomerata,x,100,cover,0.1
NFD21_58,campanula glomerata,x,100,cover,0.1
NFD21_59,campanula glomerata,x,100,cover,0.1
NFD21_60,campanula glomerata,x,100,cover,0.1
NFD21_61,campanula glomerata,x,100,cover,0.1
NFD21_62,campanula glomerata,NW,0.1,p/a,1
NFD21_62,campanula glomerata,NW,1,p/a,1
NFD21_62,campanula glomerata,NW,10,cover,1
NFD21_62,campanula glomerata,SE,0.1,p/a,1
NFD21_62,campanula glomerata,SE,1,p/a,1
NFD21_62,campanula glomerata,SE,10,cover,1
NFD21_62,campanula glomerata,x,100,cover,0.1
NFD21_63,campanula glomerata,NW,0.01,p/a,1
NFD21_63,campanula glomerata,NW,0.1,p/a,1
NFD21_63,campanula glomerata,NW,1,p/a,1
NFD21_63,campanula glomerata,NW,10,cover,0.5
NFD21_63,campanula glomerata,SE,10,cover,0.1
NFD21_63,campanula glomerata,x,100,cover,0.1
NFD21_64,campanula glomerata,NW,1,p/a,1
NFD21_64,campanula glomerata,NW,10,cover,0.5
NFD21_64,campanula glomerata,SE,10,cover,0.5
NFD21_64,campanula glomerata,x,100,cover,0.1
NFD21_10,campanula patula,NW,0.001,p/a,1
NFD21_10,campanula patula,NW,0.01,p/a,1
NFD21_10,campanula patula,NW,0.1,p/a,1
NFD21_10,campanula patula,NW,1,p/a,1
NFD21_10,campanula patula,NW,10,cover,0.1
NFD21_10,campanula patula,x,100,cover,0.05
NFD21_63,campanula patula,x,100,cover,0.1
NFD21_01,campanula persicifolia,NW,1,p/a,1
NFD21_01,campanula persicifolia,NW,10,cover,1
NFD21_01,campanula persicifolia,SE,1e-4,p/a,1
NFD21_01,campanula persicifolia,SE,0.001,p/a,1
NFD21_01,campanula persicifolia,SE,0.01,p/a,1
NFD21_01,campanula persicifolia,SE,0.1,p/a,1
NFD21_01,campanula persicifolia,SE,1,p/a,1
NFD21_01,campanula persicifolia,SE,10,cover,5
NFD21_01,campanula persicifolia,x,100,cover,3
NFD21_62,campanula persicifolia,SE,10,cover,0.05
NFD21_62,campanula persicifolia,x,100,cover,0.025
NFD21_63,campanula persicifolia,NW,0.1,p/a,1
NFD21_63,campanula persicifolia,NW,1,p/a,1
NFD21_63,campanula persicifolia,NW,10,cover,0.5
NFD21_63,campanula persicifolia,SE,10,cover,0.5
NFD21_63,campanula persicifolia,x,100,cover,0.5
NFD21_62,campanula rapunculus,SE,1,p/a,1
NFD21_62,campanula rapunculus,SE,10,cover,0.5
NFD21_62,campanula rapunculus,x,100,cover,0.25
NFD21_63,campanula rapunculus,NW,0.1,p/a,1
NFD21_63,campanula rapunculus,NW,1,p/a,1
NFD21_63,campanula rapunculus,NW,10,cover,0.05
NFD21_63,campanula rapunculus,x,100,cover,0.025
NFD21_09,campanula serrata,NW,1,p/a,1
NFD21_09,campanula serrata,NW,10,cover,1
NFD21_09,campanula serrata,SE,0.01,p/a,1
NFD21_09,campanula serrata,SE,0.1,p/a,1
NFD21_09,campanula serrata,SE,1,p/a,1
NFD21_09,campanula serrata,SE,10,cover,0.5
NFD21_09,campanula serrata,x,100,cover,0.75
NFD21_10,campanula serrata,SE,1,p/a,1
NFD21_10,campanula serrata,SE,10,cover,0.1
NFD21_10,campanula serrata,x,100,cover,0.05
NFD21_11,campanula serrata,NE,0.001,p/a,1
NFD21_11,campanula serrata,NE,0.01,p/a,1
NFD21_11,campanula serrata,NE,0.1,p/a,1
NFD21_11,campanula serrata,NE,1,p/a,1
NFD21_11,campanula serrata,NE,10,cover,0.1
NFD21_11,campanula serrata,SW,1,p/a,1
NFD21_11,campanula serrata,SW,10,cover,0.5
NFD21_11,campanula serrata,x,100,cover,0.3
NFD21_12,campanula serrata,SE,10,cover,0.2
NFD21_12,campanula serrata,x,100,cover,0.1
NFD21_15,campanula serrata,NW,1,p/a,1
NFD21_15,campanula serrata,NW,10,cover,0.1
NFD21_15,campanula serrata,SE,1,p/a,1
NFD21_15,campanula serrata,SE,10,cover,0.1
NFD21_15,campanula serrata,x,100,cover,0.1
NFD21_16,campanula serrata,NW,10,cover,0.1
NFD21_16,campanula serrata,SE,1e-4,p/a,1
NFD21_16,campanula serrata,SE,0.001,p/a,1
NFD21_16,campanula serrata,SE,0.01,p/a,1
NFD21_16,campanula serrata,SE,0.1,p/a,1
NFD21_16,campanula serrata,SE,1,p/a,1
NFD21_16,campanula serrata,SE,10,cover,0.1
NFD21_16,campanula serrata,x,100,cover,0.1
NFD21_01,campanula sibirica,NW,10,cover,0.1
NFD21_01,campanula sibirica,SE,0.1,p/a,1
